OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
Vihti;355641;6700134;Vihti;226;19960517;1996;5;17;3355000;6705000;4.0;6.3;2.8;0.0;10958;6.85;74.30;106.0
Vihti;355641;6700134;Vihti;226;19960518;1996;5;18;3355000;6705000;5.2;8.4;3.2;0.0;11681;6.19;74.50;106.0
Vihti;355641;6700134;Vihti;226;19960519;1996;5;19;3355000;6705000;5.1;9.0;3.4;0.0;12179;5.39;74.60;106.0
Vihti;355641;6700134;Vihti;226;19960520;1996;5;20;3355000;6705000;6.9;13.5;-2.5;0.0;25706;4.69;76.50;106.0
Vihti;355641;6700134;Vihti;226;19960521;1996;5;21;3355000;6705000;9.2;16.5;-0.5;0.0;26572;4.75;80.70;106.0
Vihti;355641;6700134;Vihti;226;19960522;1996;5;22;3355000;6705000;11.1;19.3;-2.3;0.0;26600;5.15;86.80;106.0
Vihti;355641;6700134;Vihti;226;19960523;1996;5;23;3355000;6705000;12.1;19.8;-0.3;0.0;26498;5.90;93.90;106.0
Vihti;355641;6700134;Vihti;226;19960524;1996;5;24;3355000;6705000;10.6;18.6;-0.2;0.0;26121;6.93;99.50;106.0
Vihti;355641;6700134;Vihti;226;19960525;1996;5;25;3355000;6705000;8.4;14.0;0.7;8.0;18616;9.27;102.90;114.0
Vihti;355641;6700134;Vihti;226;19960526;1996;5;26;3355000;6705000;11.6;15.3;8.4;1.0;13102;11.38;109.50;115.0
Vihti;355641;6700134;Vihti;226;19960527;1996;5;27;3355000;6705000;10.2;15.5;4.5;3.0;23657;8.74;114.70;118.0
Vihti;355641;6700134;Vihti;226;19960528;1996;5;28;3355000;6705000;8.7;12.7;4.5;12.0;13385;9.59;118.40;130.0
Vihti;355641;6700134;Vihti;226;19960529;1996;5;29;3355000;6705000;9.9;13.7;8.3;0.0;14686;9.44;123.30;130.0
Vihti;355641;6700134;Vihti;226;19960530;1996;5;30;3355000;6705000;9.2;13.5;6.1;0.0;18801;9.00;127.50;130.0
Vihti;355641;6700134;Vihti;226;19960531;1996;5;31;3355000;6705000;12.1;19.8;1.1;0.0;24148;8.31;134.60;130.0
Vihti;355641;6700134;Vihti;226;19960601;1996;6;1;3355000;6705000;11.8;16.1;6.6;14.0;14962;11.39;141.40;144.0
Vihti;355641;6700134;Vihti;226;19960602;1996;6;2;3355000;6705000;12.3;17.8;8.4;1.0;20955;10.69;148.70;145.0
Vihti;355641;6700134;Vihti;226;19960603;1996;6;3;3355000;6705000;10.8;17.7;4.4;0.0;17262;10.03;154.50;145.0
Vihti;355641;6700134;Vihti;226;19960604;1996;6;4;3355000;6705000;14.9;20.3;9.8;0.0;22719;9.36;164.40;145.0
Vihti;355641;6700134;Vihti;226;19960605;1996;6;5;3355000;6705000;14.4;18.3;8.0;0.0;26350;9.57;173.80;145.0
Vihti;355641;6700134;Vihti;226;19960606;1996;6;6;3355000;6705000;12.6;18.0;4.2;4.0;13473;10.91;181.40;149.0
Vihti;355641;6700134;Vihti;226;19960607;1996;6;7;3355000;6705000;13.7;17.9;10.7;0.0;28259;9.74;190.10;149.0
Vihti;355641;6700134;Vihti;226;19960608;1996;6;8;3355000;6705000;13.3;21.6;3.1;0.0;27697;8.02;198.40;149.0
Vihti;355641;6700134;Vihti;226;19960609;1996;6;9;3355000;6705000;17.5;24.4;8.6;0.0;22539;10.93;210.90;149.0
Vihti;355641;6700134;Vihti;226;19960610;1996;6;10;3355000;6705000;17.1;24.7;5.7;0.0;26462;8.96;223.00;149.0
Vihti;355641;6700134;Vihti;226;19960611;1996;6;11;3355000;6705000;17.1;24.5;7.7;0.0;28549;10.70;235.10;149.0
Vihti;355641;6700134;Vihti;226;19960612;1996;6;12;3355000;6705000;15.4;23.4;9.8;1.0;18293;13.76;245.50;150.0
Vihti;355641;6700134;Vihti;226;19960613;1996;6;13;3355000;6705000;11.9;16.2;9.6;0.0;19218;11.70;252.40;150.0
Vihti;355641;6700134;Vihti;226;19960614;1996;6;14;3355000;6705000;10.2;12.6;9.5;0.0;13314;9.57;257.60;150.0
Vihti;355641;6700134;Vihti;226;19960615;1996;6;15;3355000;6705000;13.2;18.0;8.9;0.0;23850;7.71;265.80;150.0
Vihti;355641;6700134;Vihti;226;19960616;1996;6;16;3355000;6705000;11.7;16.4;6.3;0.0;22198;7.66;272.50;150.0
Vihti;355641;6700134;Vihti;226;19960617;1996;6;17;3355000;6705000;11.8;17.0;3.3;0.0;24279;6.86;279.30;150.0
Vihti;355641;6700134;Vihti;226;19960618;1996;6;18;3355000;6705000;10.5;15.6;5.5;40.0;11077;10.95;284.80;190.0
Vihti;355641;6700134;Vihti;226;19960619;1996;6;19;3355000;6705000;11.5;14.9;10.2;3.0;14449;11.92;291.30;193.0
Vihti;355641;6700134;Vihti;226;19960620;1996;6;20;3355000;6705000;12.5;15.8;7.8;0.0;18413;11.12;298.80;193.0
Vihti;355641;6700134;Vihti;226;19960621;1996;6;21;3355000;6705000;12.0;16.2;8.1;0.0;17755;10.33;305.80;193.0
Vihti;355641;6700134;Vihti;226;19960622;1996;6;22;3355000;6705000;9.9;14.5;4.2;4.0;18826;10.38;310.70;197.0
Vihti;355641;6700134;Vihti;226;19960623;1996;6;23;3355000;6705000;13.1;18.5;4.6;0.0;18366;11.22;318.80;197.0
Vihti;355641;6700134;Vihti;226;19960624;1996;6;24;3355000;6705000;13.6;19.6;5.6;1.0;19532;11.78;327.40;198.0
Vihti;355641;6700134;Vihti;226;19960625;1996;6;25;3355000;6705000;9.9;14.6;6.8;0.0;13817;9.48;332.30;198.0
Vihti;355641;6700134;Vihti;226;19960626;1996;6;26;3355000;6705000;12.0;16.2;9.1;0.0;12050;11.13;339.30;198.0
Vihti;355641;6700134;Vihti;226;19960627;1996;6;27;3355000;6705000;12.3;16.2;9.5;1.0;15566;11.13;346.60;199.0
Vihti;355641;6700134;Vihti;226;19960628;1996;6;28;3355000;6705000;14.5;19.8;9.4;0.0;18674;11.29;356.10;199.0
Vihti;355641;6700134;Vihti;226;19960629;1996;6;29;3355000;6705000;13.9;19.8;5.5;0.0;25317;9.52;365.00;199.0
Vihti;355641;6700134;Vihti;226;19960630;1996;6;30;3355000;6705000;15.8;20.4;9.6;0.0;16503;11.02;375.80;199.0
Vihti;355641;6700134;Vihti;226;19960701;1996;7;1;3355000;6705000;12.6;18.7;6.9;8.0;11443;13.19;383.40;207.0
Vihti;355641;6700134;Vihti;226;19960702;1996;7;2;3355000;6705000;13.8;17.6;11.3;0.0;16653;12.22;392.20;207.0
Vihti;355641;6700134;Vihti;226;19960703;1996;7;3;3355000;6705000;11.8;15.8;6.9;7.0;14011;11.24;399.00;214.0
Vihti;355641;6700134;Vihti;226;19960704;1996;7;4;3355000;6705000;13.2;18.4;6.4;7.0;17255;12.01;407.20;221.0
Vihti;355641;6700134;Vihti;226;19960705;1996;7;5;3355000;6705000;13.8;17.7;12.7;8.0;12262;14.15;416.00;229.0
Vihti;355641;6700134;Vihti;226;19960706;1996;7;6;3355000;6705000;13.0;15.9;9.6;38.0;9159;14.71;424.00;267.0
Vihti;355641;6700134;Vihti;226;19960707;1996;7;7;3355000;6705000;14.3;18.6;12.1;0.0;15786;13.20;433.30;267.0
Vihti;355641;6700134;Vihti;226;19960708;1996;7;8;3355000;6705000;15.0;19.9;8.5;0.0;22540;12.27;443.30;267.0
Vihti;355641;6700134;Vihti;226;19960709;1996;7;9;3355000;6705000;13.1;18.1;9.5;26.0;8919;14.75;451.40;293.0
Vihti;355641;6700134;Vihti;226;19960710;1996;7;10;3355000;6705000;14.0;16.4;13.1;9.0;11103;14.46;460.40;302.0
Vihti;355641;6700134;Vihti;226;19960711;1996;7;11;3355000;6705000;13.9;16.9;12.4;0.0;11165;14.22;469.30;302.0
Vihti;355641;6700134;Vihti;226;19960712;1996;7;12;3355000;6705000;15.7;19.9;9.3;6.0;14774;14.31;480.00;308.0
Vihti;355641;6700134;Vihti;226;19960713;1996;7;13;3355000;6705000;14.5;18.4;13.3;3.0;8971;15.38;489.50;311.0
Vihti;355641;6700134;Vihti;226;19960714;1996;7;14;3355000;6705000;13.6;17.1;11.8;5.0;11332;13.93;498.10;316.0
Vihti;355641;6700134;Vihti;226;19960715;1996;7;15;3355000;6705000;13.5;17.3;9.8;0.0;21286;10.39;506.60;316.0
Vihti;355641;6700134;Vihti;226;19960716;1996;7;16;3355000;6705000;14.0;18.2;11.0;0.0;19744;10.81;515.60;316.0
Vihti;355641;6700134;Vihti;226;19960717;1996;7;17;3355000;6705000;12.2;16.5;7.6;5.0;16252;11.28;522.80;321.0
Vihti;355641;6700134;Vihti;226;19960718;1996;7;18;3355000;6705000;11.3;14.3;8.7;0.0;13060;10.97;529.10;321.0
Vihti;355641;6700134;Vihti;226;19960719;1996;7;19;3355000;6705000;11.3;15.9;7.1;0.0;18632;9.88;535.40;321.0
Vihti;355641;6700134;Vihti;226;19960720;1996;7;20;3355000;6705000;12.2;16.5;4.3;0.0;21546;9.11;542.60;321.0
Vihti;355641;6700134;Vihti;226;19960721;1996;7;21;3355000;6705000;11.8;19.1;2.6;0.0;23805;9.11;549.40;321.0
Vihti;355641;6700134;Vihti;226;19960722;1996;7;22;3355000;6705000;14.4;21.3;4.4;0.0;22970;9.84;558.80;321.0
Vihti;355641;6700134;Vihti;226;19960723;1996;7;23;3355000;6705000;16.7;23.5;5.0;0.0;25830;10.25;570.50;321.0
Vihti;355641;6700134;Vihti;226;19960724;1996;7;24;3355000;6705000;18.1;24.4;5.6;2.0;24550;12.61;583.60;323.0
Vihti;355641;6700134;Vihti;226;19960725;1996;7;25;3355000;6705000;18.2;24.8;10.0;0.0;24786;15.34;596.80;323.0
Vihti;355641;6700134;Vihti;226;19960726;1996;7;26;3355000;6705000;17.0;22.8;10.9;0.0;23820;13.44;608.80;323.0
Vihti;355641;6700134;Vihti;226;19960727;1996;7;27;3355000;6705000;16.3;22.4;9.6;0.0;20338;13.54;620.10;323.0
Vihti;355641;6700134;Vihti;226;19960728;1996;7;28;3355000;6705000;16.5;20.3;13.5;0.0;17509;14.08;631.60;323.0
Vihti;355641;6700134;Vihti;226;19960729;1996;7;29;3355000;6705000;13.6;20.9;8.6;0.0;18300;12.83;640.20;323.0
Vihti;355641;6700134;Vihti;226;19960730;1996;7;30;3355000;6705000;15.2;20.3;9.9;0.0;20557;11.64;650.40;323.0
Vihti;355641;6700134;Vihti;226;19960731;1996;7;31;3355000;6705000;13.1;20.1;6.2;1.0;18082;12.62;658.50;324.0
Vihti;355641;6700134;Vihti;226;19960801;1996;8;1;3355000;6705000;15.2;20.2;10.3;1.0;12432;14.41;668.70;325.0
Vihti;355641;6700134;Vihti;226;19960802;1996;8;2;3355000;6705000;15.4;18.3;12.3;0.0;12492;15.47;679.10;325.0
Vihti;355641;6700134;Vihti;226;19960803;1996;8;3;3355000;6705000;13.3;19.1;8.5;3.0;17573;12.60;687.40;328.0
Vihti;355641;6700134;Vihti;226;19960804;1996;8;4;3355000;6705000;14.8;19.3;11.8;0.0;18389;11.62;697.20;328.0
Vihti;355641;6700134;Vihti;226;19960805;1996;8;5;3355000;6705000;14.6;22.8;4.8;0.0;22353;11.87;706.80;328.0
Vihti;355641;6700134;Vihti;226;19960806;1996;8;6;3355000;6705000;13.8;21.1;5.5;0.0;22577;11.61;715.60;328.0
Vihti;355641;6700134;Vihti;226;19960807;1996;8;7;3355000;6705000;14.1;21.9;4.9;0.0;22377;11.74;724.70;328.0
Vihti;355641;6700134;Vihti;226;19960808;1996;8;8;3355000;6705000;14.4;23.2;5.8;0.0;20583;13.11;734.10;328.0
Vihti;355641;6700134;Vihti;226;19960809;1996;8;9;3355000;6705000;14.7;24.3;6.5;0.0;22195;12.48;743.80;328.0
Vihti;355641;6700134;Vihti;226;19960810;1996;8;10;3355000;6705000;15.6;25.1;6.1;0.0;22313;12.35;754.40;328.0
Vihti;355641;6700134;Vihti;226;19960811;1996;8;11;3355000;6705000;16.0;25.3;5.8;0.0;22084;12.30;765.40;328.0
Vihti;355641;6700134;Vihti;226;19960812;1996;8;12;3355000;6705000;16.4;25.7;6.2;0.0;21125;11.74;776.80;328.0
Vihti;355641;6700134;Vihti;226;19960813;1996;8;13;3355000;6705000;15.2;25.3;6.4;0.0;21091;12.09;787.00;328.0
Vihti;355641;6700134;Vihti;226;19960814;1996;8;14;3355000;6705000;16.9;24.4;7.1;0.0;21066;13.85;798.90;328.0
Vihti;355641;6700134;Vihti;226;19960815;1996;8;15;3355000;6705000;16.8;24.3;8.8;0.0;15584;15.85;810.70;328.0
Vihti;355641;6700134;Vihti;226;19960816;1996;8;16;3355000;6705000;17.1;25.3;8.8;0.0;19897;14.64;822.80;328.0
Vihti;355641;6700134;Vihti;226;19960817;1996;8;17;3355000;6705000;16.1;24.1;7.9;0.0;18835;16.34;833.90;328.0
Vihti;355641;6700134;Vihti;226;19960818;1996;8;18;3355000;6705000;16.9;25.5;8.8;0.0;17363;16.50;845.80;328.0
Vihti;355641;6700134;Vihti;226;19960819;1996;8;19;3355000;6705000;17.6;26.4;9.3;0.0;16972;15.80;858.40;328.0
Vihti;355641;6700134;Vihti;226;19960820;1996;8;20;3355000;6705000;17.7;26.4;9.1;0.0;18409;15.78;871.10;328.0
Vihti;355641;6700134;Vihti;226;19960821;1996;8;21;3355000;6705000;17.7;26.1;9.6;0.0;19701;16.06;883.80;328.0
Vihti;355641;6700134;Vihti;226;19960822;1996;8;22;3355000;6705000;16.6;25.5;7.6;0.0;16585;14.29;895.40;328.0
Vihti;355641;6700134;Vihti;226;19960823;1996;8;23;3355000;6705000;16.9;23.6;11.1;0.0;19880;14.04;907.30;328.0
Vihti;355641;6700134;Vihti;226;19960824;1996;8;24;3355000;6705000;14.2;21.6;9.1;0.0;19310;11.83;916.50;328.0
Vihti;355641;6700134;Vihti;226;19960825;1996;8;25;3355000;6705000;14.6;21.3;8.0;0.0;13370;12.81;926.10;328.0
Vihti;355641;6700134;Vihti;226;19960826;1996;8;26;3355000;6705000;15.5;22.0;8.3;0.0;15130;13.57;936.60;328.0
Vihti;355641;6700134;Vihti;226;19960827;1996;8;27;3355000;6705000;15.5;20.9;10.3;0.0;12072;14.20;947.10;328.0
Vihti;355641;6700134;Vihti;226;19960828;1996;8;28;3355000;6705000;15.7;21.9;11.8;0.0;12540;16.41;957.80;328.0
Vihti;355641;6700134;Vihti;226;19960829;1996;8;29;3355000;6705000;16.1;22.8;8.4;0.0;16832;12.42;968.90;328.0
Vihti;355641;6700134;Vihti;226;19960830;1996;8;30;3355000;6705000;15.4;22.5;8.9;0.0;9203;13.04;979.30;328.0
Vihti;355641;6700134;Vihti;226;19960831;1996;8;31;3355000;6705000;15.8;24.5;6.6;1.0;14058;12.96;990.10;329.0
Vihti;355641;6700134;Vihti;226;19960901;1996;9;1;3355000;6705000;16.9;21.5;13.7;0.0;12772;15.56;1002.00;329.0
Vihti;355641;6700134;Vihti;226;19960902;1996;9;2;3355000;6705000;14.5;22.8;8.7;0.0;15736;13.48;1011.50;329.0
Vihti;355641;6700134;Vihti;226;19960903;1996;9;3;3355000;6705000;12.5;19.3;4.8;0.0;10668;12.78;1019.00;329.0
Vihti;355641;6700134;Vihti;226;19960904;1996;9;4;3355000;6705000;10.6;16.8;3.8;0.0;12437;9.21;1024.60;329.0
Vihti;355641;6700134;Vihti;226;19960905;1996;9;5;3355000;6705000;7.0;11.5;0.4;0.0;9554;7.53;1026.60;329.0
Vihti;355641;6700134;Vihti;226;19960906;1996;9;6;3355000;6705000;8.8;12.5;5.5;0.0;13643;7.39;1030.40;329.0
Vihti;355641;6700134;Vihti;226;19960907;1996;9;7;3355000;6705000;10.5;13.3;7.7;0.0;8087;8.90;1035.90;329.0
Vihti;355641;6700134;Vihti;226;19960908;1996;9;8;3355000;6705000;10.3;13.9;5.8;0.0;12163;7.74;1041.20;329.0
Vihti;355641;6700134;Vihti;226;19960909;1996;9;9;3355000;6705000;9.1;12.8;4.2;0.0;9174;7.82;1045.30;329.0
Vihti;355641;6700134;Vihti;226;19960910;1996;9;10;3355000;6705000;7.9;11.6;4.7;2.0;5833;8.65;1048.20;331.0
Vihti;355641;6700134;Vihti;226;19960911;1996;9;11;3355000;6705000;6.7;10.2;5.1;0.0;7877;8.71;1049.90;331.0
Vihti;355641;6700134;Vihti;226;19960912;1996;9;12;3355000;6705000;7.2;11.1;1.2;0.0;7599;8.77;1052.10;331.0
Vihti;355641;6700134;Vihti;226;19960913;1996;9;13;3355000;6705000;6.1;10.6;3.0;0.0;6999;8.09;1053.20;331.0
Vihti;355641;6700134;Vihti;226;19960914;1996;9;14;3355000;6705000;6.2;12.1;1.6;1.0;9856;8.03;1054.40;332.0
Vihti;355641;6700134;Vihti;226;19960915;1996;9;15;3355000;6705000;8.0;12.6;2.7;0.0;10984;7.67;1057.40;332.0
Vihti;355641;6700134;Vihti;226;19960916;1996;9;16;3355000;6705000;8.7;13.3;4.0;0.0;13134;5.99;1061.10;332.0
Vihti;355641;6700134;Vihti;226;19960917;1996;9;17;3355000;6705000;5.9;14.6;-0.2;0.0;12490;6.49;1062.00;332.0
Vihti;355641;6700134;Vihti;226;19960918;1996;9;18;3355000;6705000;4.5;16.7;-3.2;0.0;10869;6.94;1062.00;332.0
Vihti;355641;6700134;Vihti;226;19960919;1996;9;19;3355000;6705000;5.0;11.8;-1.4;0.0;12573;5.22;1062.00;332.0
Vihti;355641;6700134;Vihti;226;19960920;1996;9;20;3355000;6705000;1.0;10.5;-5.3;0.0;11322;4.91;1062.00;332.0
Vihti;355641;6700134;Vihti;226;19960921;1996;9;21;3355000;6705000;1.4;11.4;-5.1;0.0;10125;5.18;1062.00;332.0
Vihti;355641;6700134;Vihti;226;19960922;1996;9;22;3355000;6705000;7.3;12.7;0.4;0.0;6097;8.25;1064.30;332.0
Vihti;355641;6700134;Vihti;226;19960923;1996;9;23;3355000;6705000;8.5;12.4;5.1;0.0;4196;8.76;1067.80;332.0
Vihti;355641;6700134;Vihti;226;19960924;1996;9;24;3355000;6705000;7.9;9.6;5.6;0.0;3610;8.34;1070.70;332.0
Vihti;355641;6700134;Vihti;226;19960925;1996;9;25;3355000;6705000;4.2;13.6;-1.6;0.0;7601;6.39;1070.70;332.0
Vihti;355641;6700134;Vihti;226;19960926;1996;9;26;3355000;6705000;1.9;14.0;-5.1;0.0;9918;5.62;1070.70;332.0
Vihti;355641;6700134;Vihti;226;19960927;1996;9;27;3355000;6705000;4.2;11.6;-2.7;0.0;6324;6.89;1070.70;332.0
Vihti;355641;6700134;Vihti;226;19960928;1996;9;28;3355000;6705000;6.0;9.5;1.9;0.0;4953;7.46;1071.70;332.0
Vihti;355641;6700134;Vihti;226;19960929;1996;9;29;3355000;6705000;8.0;8.7;6.4;11.0;2698;9.91;1074.70;343.0
Vihti;355641;6700134;Vihti;226;19960930;1996;9;30;3355000;6705000;8.2;10.5;6.8;5.0;2696;10.27;1077.90;348.0
Vihti;355641;6700134;Vihti;226;19961001;1996;10;1;3355000;6705000;10.4;12.7;8.0;5.0;3952;10.63;1083.30;353.0
Vihti;355641;6700134;Vihti;226;19961002;1996;10;2;3355000;6705000;7.7;11.5;3.3;0.0;4841;9.83;1086.00;353.0
Vihti;355641;6700134;Vihti;226;19961003;1996;10;3;3355000;6705000;4.1;10.6;-0.6;0.0;3933;7.84;1086.00;353.0
Vihti;355641;6700134;Vihti;226;19961004;1996;10;4;3355000;6705000;6.6;10.8;-2.5;1.0;2571;9.30;1087.60;354.0
Vihti;355641;6700134;Vihti;226;19961005;1996;10;5;3355000;6705000;8.7;13.9;4.0;0.0;7402;9.65;1091.30;354.0
Vihti;355641;6700134;Vihti;226;19961006;1996;10;6;3355000;6705000;10.0;13.3;5.0;0.0;3907;9.96;1096.30;354.0
Vihti;355641;6700134;Vihti;226;19961007;1996;10;7;3355000;6705000;10.7;12.1;8.3;0.0;2396;11.36;1102.00;354.0
Vihti;355641;6700134;Vihti;226;19961008;1996;10;8;3355000;6705000;11.5;12.1;10.6;1.0;2021;12.81;1108.50;355.0
Vihti;355641;6700134;Vihti;226;19961009;1996;10;9;3355000;6705000;10.4;11.3;10.1;7.0;2200;11.99;1113.90;362.0
Vihti;355641;6700134;Vihti;226;19961010;1996;10;10;3355000;6705000;7.9;11.3;5.4;0.0;4472;8.97;1116.80;362.0
Vihti;355641;6700134;Vihti;226;19961011;1996;10;11;3355000;6705000;4.0;10.0;-1.5;0.0;6790;6.16;1116.80;362.0
Vihti;355641;6700134;Vihti;226;19961012;1996;10;12;3355000;6705000;8.9;10.3;1.3;2.0;3684;9.28;1120.70;364.0
Vihti;355641;6700134;Vihti;226;19961013;1996;10;13;3355000;6705000;5.9;11.1;-0.7;0.0;2753;8.70;1121.60;364.0
Vihti;355641;6700134;Vihti;226;19961014;1996;10;14;3355000;6705000;-0.6;7.2;-5.8;0.0;6297;5.18;1121.60;364.0
Vihti;355641;6700134;Vihti;226;19961015;1996;10;15;3355000;6705000;3.7;9.1;-1.8;0.0;3198;6.29;1121.60;364.0
Vihti;355641;6700134;Vihti;226;19961016;1996;10;16;3355000;6705000;3.3;8.4;-0.8;0.0;5759;5.80;1121.60;364.0
Vihti;355641;6700134;Vihti;226;19961017;1996;10;17;3355000;6705000;3.3;8.9;-2.6;0.0;4971;6.77;1121.60;364.0
Vihti;355641;6700134;Vihti;226;19961018;1996;10;18;3355000;6705000;5.1;7.2;0.4;3.0;2634;8.17;1121.70;367.0
Vihti;355641;6700134;Vihti;226;19961019;1996;10;19;3355000;6705000;7.6;8.5;6.3;4.0;1841;10.24;1124.30;371.0
Vihti;355641;6700134;Vihti;226;19961020;1996;10;20;3355000;6705000;8.1;8.8;7.1;5.0;1835;10.46;1127.40;376.0
Vihti;355641;6700134;Vihti;226;19961021;1996;10;21;3355000;6705000;6.6;7.1;6.3;1.0;1838;9.27;1129.00;377.0
Vihti;355641;6700134;Vihti;226;19961022;1996;10;22;3355000;6705000;6.0;6.6;5.7;0.0;1702;8.86;1130.00;377.0
Vihti;355641;6700134;Vihti;226;19961023;1996;10;23;3355000;6705000;3.4;6.4;-0.8;0.0;2303;7.36;1130.00;377.0
Vihti;355641;6700134;Vihti;226;19961024;1996;10;24;3355000;6705000;0.6;6.6;-3.3;0.0;2456;6.07;1130.00;377.0
Vihti;355641;6700134;Vihti;226;19961025;1996;10;25;3355000;6705000;6.8;10.2;-0.9;0.0;2091;8.77;1131.80;377.0
Vihti;355641;6700134;Vihti;226;19961026;1996;10;26;3355000;6705000;6.6;8.5;3.7;0.0;2347;8.45;1133.40;377.0
Vihti;355641;6700134;Vihti;226;19961027;1996;10;27;3355000;6705000;5.9;6.9;5.0;0.0;1606;8.28;1134.30;377.0
Vihti;355641;6700134;Vihti;226;19961028;1996;10;28;3355000;6705000;4.6;5.9;2.8;8.0;1531;7.98;1134.30;385.0
Vihti;355641;6700134;Vihti;226;19961029;1996;10;29;3355000;6705000;8.0;8.4;5.9;8.0;1494;10.28;1137.30;393.0
Vihti;355641;6700134;Vihti;226;19961030;1996;10;30;3355000;6705000;7.1;8.6;5.4;3.0;1481;9.66;1139.40;396.0
Vihti;355641;6700134;Vihti;226;19961031;1996;10;31;3355000;6705000;1.0;5.5;-0.7;0.0;2604;5.65;1139.40;396.0
Vihti;355641;6700134;Vihti;226;19961101;1996;11;1;3355000;6705000;1.2;5.2;-5.0;2.0;1882;6.64;1139.40;398.0
Vihti;355641;6700134;Vihti;226;19961102;1996;11;2;3355000;6705000;4.2;7.2;1.5;3.0;2541;7.35;1139.40;401.0
Vihti;355641;6700134;Vihti;226;19961103;1996;11;3;3355000;6705000;7.8;9.2;5.2;13.0;1639;10.17;1142.20;414.0
Vihti;355641;6700134;Vihti;226;19961104;1996;11;4;3355000;6705000;7.2;9.9;4.5;3.0;1439;9.42;1144.40;417.0
Vihti;355641;6700134;Vihti;226;19961105;1996;11;5;3355000;6705000;7.4;9.8;2.9;6.0;1271;9.83;1146.80;423.0
Vihti;355641;6700134;Vihti;226;19961106;1996;11;6;3355000;6705000;7.5;9.4;6.2;19.0;1368;9.22;1149.30;442.0
Vihti;355641;6700134;Vihti;226;19961107;1996;11;7;3355000;6705000;5.6;7.8;3.5;5.0;1250;8.36;1149.90;447.0
Vihti;355641;6700134;Vihti;226;19961108;1996;11;8;3355000;6705000;2.0;4.4;0.6;3.0;1987;6.07;1149.90;450.0
Vihti;355641;6700134;Vihti;226;19961109;1996;11;9;3355000;6705000;1.3;4.8;-3.1;8.0;2092;6.15;1149.90;458.0
Vihti;355641;6700134;Vihti;226;19961110;1996;11;10;3355000;6705000;2.4;4.9;0.4;3.0;1133;6.87;1149.90;461.0
Vihti;355641;6700134;Vihti;226;19961111;1996;11;11;3355000;6705000;-1.4;1.2;-3.5;0.0;1676;5.21;1149.90;461.0
Vihti;355641;6700134;Vihti;226;19961112;1996;11;12;3355000;6705000;-0.8;1.6;-3.5;12.0;1997;5.49;1149.90;473.0
Vihti;355641;6700134;Vihti;226;19961113;1996;11;13;3355000;6705000;4.1;7.6;-0.3;10.0;1064;7.84;1149.90;483.0
Vihti;355641;6700134;Vihti;226;19961114;1996;11;14;3355000;6705000;-2.1;4.5;-4.5;0.0;1582;4.49;1149.90;483.0
Vihti;355641;6700134;Vihti;226;19961115;1996;11;15;3355000;6705000;3.3;5.3;-4.5;1.0;1101;7.09;1149.90;484.0
Vihti;355641;6700134;Vihti;226;19961116;1996;11;16;3355000;6705000;5.9;6.2;5.0;1.0;984;8.98;1150.80;485.0
Vihti;355641;6700134;Vihti;226;19961117;1996;11;17;3355000;6705000;6.0;6.4;5.5;1.0;952;8.89;1151.80;486.0
Vihti;355641;6700134;Vihti;226;19961118;1996;11;18;3355000;6705000;5.3;6.2;4.6;0.0;1064;8.13;1152.10;486.0
Vihti;355641;6700134;Vihti;226;19961119;1996;11;19;3355000;6705000;6.6;9.0;4.3;18.0;912;9.04;1153.70;504.0
Vihti;355641;6700134;Vihti;226;19961120;1996;11;20;3355000;6705000;5.0;8.5;3.2;2.0;947;7.67;1153.70;506.0
Vihti;355641;6700134;Vihti;226;19961121;1996;11;21;3355000;6705000;7.1;8.2;3.9;14.0;870;9.61;1155.80;520.0
Vihti;355641;6700134;Vihti;226;19961122;1996;11;22;3355000;6705000;5.1;6.8;3.6;5.0;923;8.13;1155.90;525.0
Vihti;355641;6700134;Vihti;226;19961123;1996;11;23;3355000;6705000;3.0;4.2;2.0;12.0;958;7.16;1155.90;537.0
Vihti;355641;6700134;Vihti;226;19961124;1996;11;24;3355000;6705000;0.8;3.9;-1.1;0.0;1206;6.19;1155.90;537.0
Vihti;355641;6700134;Vihti;226;19961125;1996;11;25;3355000;6705000;0.0;1.1;-0.5;0.0;636;5.97;1155.90;537.0
Vihti;355641;6700134;Vihti;226;19961126;1996;11;26;3355000;6705000;-3.2;-0.6;-4.0;0.0;730;4.69;1155.90;537.0
Vihti;355641;6700134;Vihti;226;19961127;1996;11;27;3355000;6705000;-2.2;-1.9;-3.9;0.0;891;4.64;1155.90;537.0
Vihti;355641;6700134;Vihti;226;19961128;1996;11;28;3355000;6705000;-0.7;0.2;-2.2;11.0;733;5.14;1155.90;548.0
Vihti;355641;6700134;Vihti;226;19961129;1996;11;29;3355000;6705000;1.7;3.5;0.3;0.0;766;6.32;1155.90;548.0
Vihti;355641;6700134;Vihti;226;19961130;1996;11;30;3355000;6705000;0.4;1.5;-1.0;0.0;923;5.58;1155.90;548.0
Vihti;355641;6700134;Vihti;226;19961201;1996;12;1;3355000;6705000;-0.7;1.4;-1.7;1.0;686;5.57;1155.90;549.0
